"probe_id","gene_symbol"
"7965918","NT5DC3"
"7965935","TTC41P"
"7965941","GLT8D2"
"7965956","NFYB"
"7965964","SLC41A2"
"7965979","ALDH1L2"
"7966003","APPL2"
"7966026","NUAK1"
"7966035","CKAP4"
"7966046","MTERF2"
"7966052","CRY1"
"7966072","PRDM4"
"7966089","CMKLR1"
"7966098","SART3"
"7966122","TMEM119"
"7966127","SELPLG"
"7966135","CORO1C"
"7966150","SSH1"
"7966172","SVOP"
"7966183","ALKBH2"
"7966189","FOXN4"
"7966202","KCTD10"
"7966213","MMAB"
"7966229","FAM222A-AS1"
"7966234","TRPV4"
"7966259","GLTP"
"7966268","GIT2"
"7966293","C12orf76"
"7966301","ANAPC7"
"7966315","ARPC3"
"7966321","GPN3"
"7966332","VPS29"
"7966345","PPTC7"
"7966356","HVCN1"
"7966368","PPP1CC"
"7966379","MYL2"
"7966389","PHETA1"
"7966397","ATXN2"
"7966427","BRAP"
"7966441","MAPKAPK5-AS1"
"7966448","TMEM116"
"7966462","NAA25"
"7966488","HECTD4"
"7966517","HECTD4"
"7966534","RPL6"
"7966542","RASAL1"
"7966570","DDX54"
"7966596","DRC10"
"7966600","SLC8B1"
"7966621","SDS"
"7966631","LHX5"
"7966638","RBM19"
"7966668","TBX5"
"7966690","TBX3"
"7966706","MED13L"
"7966738","SPRING1"
"7966746","HRK"
"7966749","TESC"
"7966760","FBXO21"
"7966779","NOS1"
"7966810","KSR2"
"7966829","WSB2"
"7966839","VSIG10"
"7966851","TAOK3"
"7966878","CIT"
"7966929","RAB35"
"7966938","GCN1"
"7966996","RPLP0"
"7967002","PXN"
"7967021","PXN"
"7967028","RNU4-2"
"7967030","RNU4-1"
"7967034","PLA2G1B"
"7967039","MSI1"
"7967056","TRIAP1"
"7967060","SRSF9"
"7967072","COQ5"
"7967084","POP5"
"7967091","SPPL3"
"7967107","HNF1A-AS1"
"7967109","C12orf43"
"7967117","OASL"
"7967127","CAMKK2"
"7967149","ANAPC5"
"7967175","KDM2B"
"7967193","MORN3"
"7967202","RHOF"
"7967210","LINC01089"
"7967212","HPD"
"7967226","IL31"
"7967230","DIABLO"
"7967240","VPS33A"
"7967255","CLIP1"
"7967287","ZCCHC8"
"7967304","RSRC2"
"7967318","HCAR2"
"7967322","HCAR3"
"7967325","HCAR1"
"7967331","VPS37B"
"7967337","ABCB9"
"7967358","PITPNM2"
"7967386","MPHOSPH9"
"7967412","CDK2AP1"
"7967420","SBNO1"
"7967456","RILPL2"
"7967463","RILPL1"
"7967473","EIF2B1"
"7967486","CCDC92"
"7967493","NCOR2"
"7967544","SCARB1"
"7967563","UBC"
"7967588","DHX37"
"7967624","SLC15A4"
"7967641","TMEM132D"
"7967660","RIMBP2"
"7967685","STX2"
"7967711","DDX51"
"7967727","GALNT9"
"7967736","POLE"
"7967789","PXMP2"
"7967794","ANKLE2"
"7967810","GOLGA3"
"7967841","CHFR"
"7967863","ZNF605"
"7967876","LOC101928697"
"7967879","CCNQ"
"7967881","MPHOSPH8"
"7967900","ZMYM2"
"7967933","IFT88"
"7967969","IL17D"
"7967976","SAP18"
"7967987","MRPL57"
"7967993","FGF9"
"7968004","SGCG"
"7968015","TNFRSF19"
"7968029","PCOTH"
"7968035","SPATA13"
"7968052","C1QTNF9"
"7968056","TPTE2P6"
"7968062","ATP12A"
"7968085","RNF17"
"7968126","LSP1"
"7968128","PABPC3"
"7968132","NUP58"
"7968154","ATP8A2"
"7968199","CDK8"
"7968212","WASF3"
"7968226","RPL21"
"7968232","SNORD102"
"7968234","SNORA27"
"7968236","RASL11A"
"7968242","GTF3A"
"7968254","POLR1D"
"7968260","GSX1"
"7968265","PDX1"
"7968270","ATP5F1EP2"
"7968274","PAN3"
"7968297","POMP"
"7968307","MTUS2"
"7968323","LINC00544"
"7968331","UBE2L3"
"7968333","USPL1"
"7968344","ALOX5AP"
"7968351","MEDAG"
"7968361","TEX26"
"7968370","B3GLCT"
"7968389","RXFP2"
"7968411","EEF1DP3"
"7968417","FRY"
"7968484","BRCA2"
"7968516","PDS5B"
"7968556","KL"
"7968563","RFC3"
"7968577","NBEA"
"7968632","SPART-AS1"
"7968637","CCNA1"
"7968650","SERTM1"
"7968653","RFXAP"
"7968658","EXOSC8"
"7968670","UFM1"
"7968678","FREM2"
"7968703","NHLRC3"
"7968711","COG6"
"7968734","SLC25A15"
"7968746","WBP4"
"7968761","NAA16"
"7968787","OR7E37P"
"7968789","RGCC"
"7968800","DGKH"
"7968835","AKAP11"
"7968851","TNFSF11"
"7968866","FAM216B"
"7968872","DNAJC15"
"7968883","LACC1"
"7968890","DGKZ"
"7968892","SERP2"
"7968898","GPALPP1"
"7968915","GTF2F2"
"7968928","TPT1-AS1"
"7968931","COG3"
"7968957","CBY2"
"7968962","LRRC63"
"7968972","COX17"
"7968976","LRCH1"
"7968999","NUDT15"
"7969003","ITM2B"
"7969017","RB1"
"7969050","CYSLTR2"
"7969060","FNDC3A"
"7969093","MLNR"
"7969096","CDADC1"
"7969114","SETDB2"
"7969129","PHF11"
"7969145","ARL11"
"7969151","CTAGE10P"
"7969153","TRIM13"
"7969166","TRIM13"
"7969171","DLEU1"
"7969177","ST13P4"
"7969179","RNASEH2B"
"7969192","FAM124A"
"7969204","WDFY2"
"7969222","CCDC70"
"7969228","ALG11"
"7969243","CKAP2"
"7969256","TPTE2P3"
"7969263","HNRNPA1L2"
"7969271","SUGT1"
"7969288","OLFM4"
"7969300","PRR20B"
"7969306","PRR20B"
"7969312","PRR20B"
"7969318","PRR20B"
"7969324","PRR20B"
"7969330","PCDH17"
"7969341","TDRD3"
"7969374","BORA"
"7969390","PIBF1"
"7969414","KLF5"
"7969428","UCHL3"
"7969438","LMO7"
"7969472","LMO7DN"
"7969479","BTF3P11"
"7969482","ACOD1"
"7969488","CLN5"
"7969493","SCEL"
"7969533","SLAIN1"
"7969544","NDFIP2"
"7969569","SLITRK5"
"7969574","MIR622"
"7969576","MIR17HG"
"7969596","GPC5"
"7969613","GPC6"
"7969626","GPR180"
"7969640","CLDN10"
"7969651","DNAJC3"
"7969665","HS6ST3"
"7969677","MBNL2"
"7969693","RAP2A"
"7969703","IPO5"
"7969736","FARP1"
"7969776","UBAC2"
"7969796","TM9SF2"
"7969815","CLYBL"
"7969830","ZIC2"
"7969835","PCCA"
"7969861","ITGBL1"
"7969881","TPP2"
"7969916","BIVM"
"7969933","BIVM"
"7969935","ERCC5"
"7969955","METTL21EP"
"7969959","DAOA"
"7969979","ABHD13"
"7969986","TNFSF13B"
"7969995","MYO16"
"7970033","COL4A2"
"7970084","NAXD"
"7970096","ING1"
"7970111","ARHGEF7"
"7970139","TEX29"
"7970146","SOX1"
"7970150","SPACA7"
"7970158","ATP11AUN"
"7970162","ATP11A"
"7970194","MCF2L"
"7970232","F7"
"7970241","F10"
"7970251","PROZ"
"7970262","CUL4A"
"7970287","LAMP1"
"7970301","SLC9D1"
"7970317","TFDP1"
"7970325","GRK1"
"7970329","GAS6"
"7970347","CDC16"
"7970370","UPF3A"
"7970376","CHAMP1"
"7970381","ANKRD20A8P"
"7970388","ANKRD20A9P"
"7970395","TUBA3C"
"7970404","TPTE2"
"7970413","PSPC1"
"7970428","ZMYM5"
"7970439","GJA3"
"7970441","GJB2"
"7970448","GJB6"
"7970455","CRYL1"
"7970467","EEF1AKMT1"
"7970473","XPO4"
"7970498","LATS2"
"7970513","SKA3"
"7970524","ZDHHC20"
"7970546","MICU2"
"7970569","SACS"
"7970577","MIPEP"
"7970595","C1QTNF9B"
"7970597","ANKRD20A19P"
"7970602","PARP4"
"7970624","CPAP"
"7970648","AMER2"
"7970655","MTMR6"
"7970676","SHISA2"
"7970681","RNF6"
"7970691","GPR12"
"7970696","USP12"
"7970704","MTIF3"
"7970716","LNX2"
"7970727","CDX2"
"7970732","URAD"
"7970737","FLT3"
"7970763","FLT1"
"7970793","SLC46A3"
"7970806","MTUS2-AS1"
"7970810","SLC7A1"
"7970831","UBL3"
"7970844","KATNAL1"
"7970858","HMGB1"
"7970864","HSPH1"
"7970887","ZAR1L"
"7970892","N4BP2L1"
"7970907","N4BP2L2"
"7970924","STARD13"
"7970949","MAB21L1"
"7970954","DCLK1"
"7970975","CCDC169-SOHLH2"
"7970989","CCDC169"
"7970999","SPART"
"7971015","SMAD9"
"7971027","ALG5"
"7971039","SUPT20H"
"7971071","CSNK1A1L"
"7971077","POSTN"
"7971104","TRPC4"
"7971126","STOML3"
"7971134","PROSER1"
"7971150","LHFPL6"
"7971167","LINC00598"
"7971177","FOXO1"
"7971184","MRPS31"
"7971191","SUGT1P3"
"7971197","ELF1"
"7971208","KBTBD6"
"7971218","KBTBD7"
"7971222","MTRF1"
"7971241","OR7E37P"
"7971246","VWA8"
"7971296","EPSTI1"
"7971311","ENOX1"
"7971335","CCDC122"
"7971345","SMIM2"
"7971350","TSC22D1"
"7971361","NUFIP1"
"7971369","KCTD4"
"7971373","TPT1"
"7971375","TPT1"
"7971386","TPT1"
"7971388","SLC25A30"
"7971400","ERICH6B"
"7971419","SIAH3"
"7971422","ZC3H13"
"7971444","CPB2"
"7971461","LCP1"
"7971486","RUBCNL"
"7971513","ESD"
"7971526","HTR2A"
"7971541","SUCLA2"
"7971550","MED4"
"7971563","PCNP"
"7971565","LPAR6"
"7971573","RCBTB2"
"7971590","CAB39L"
"7971602","RCBTB1"
"7971615","EBPL"
"7971620","KPNA3"
"7971644","SPRYD7"
"7971653","DLEU2"
"7971659","MIR16-1"
"7971661","MIR15A"
"7971663","DLEU7"
"7971671","GUCY1B2"
"7971692","INTS6"
"7971713","DHRS12"
"7971727","CTAGE3P"
"7971731","ATP7B"
"7971757","NEK5"
"7971780","NEK3"
"7971800","MRPS31P5"
"7971813","THSD1"
"7971820","VPS36"
"7971838","CNMD"
"7971850","PCDH8"
"7971866","DIAPH3"
"7971905","PCDH20"
"7971915","LOC102723968"
"7971920","HNRNPA3"
"7971922","PCDH9"
"7971937","KLHL1"
"7971950","DACH1"
"7971967","DIS3"
"7972003","KLF12"
"7972018","LOC100288208"
"7972021","TBC1D4"
"7972044","COMMD6"
"7972055","KCTD12"
"7972062","FBXL3"
"7972069","MYCBP2"
"7972157","EDNRB"
"7972177","POU4F1"
"7972180","OBI1"
"7972190","RBM26"
"7972217","SPRY2"
"7972231","SLITRK1"
"7972239","SLITRK6"
"7972247","SP3P"
"7972259","DCT"
"7972269","TGDS"
"7972291","SOX21"
"7972297","ABCC4"
"7972336","DZIP1"
"7972369","UGGT2"
"7972420","HSP90AB6P"
"7972428","OXGR1"
"7972438","RNF113B"
"7972444","STK24"
"7972461","SLC15A1"
"7972487","DOCK9"
"7972548","GPR18"
"7972557","GPR183"
"7972567","ZIC5"
"7972570","GGACT"
"7972577","RPS26"
"7972579","TMTC4"
"7972601","NALCN"
"7972650","FGF14"
"7972665","METTL21C"
"7972670","LRTM3"
"7972672","LRTM3"
"7972674","TEX30"
"7972682","POGLUT2"
"7972692","SLC10A2"
"7972699","DAOA-AS1"
"7972713","EFNB2"
"7972723","ARGLU1"
"7972737","LIG4"
"7972745","IRS2"
"7972750","COL4A1"
"7972805","RAB20"
"7972810","CARS2"
"7972826","PRECSIT"
"7972828","ANKRD10"
"7972840","TUBGCP3"
"7972867","PCID2"
"7972888","PCID2"
"7972890","GRTP1"
"7972902","ADPRHL1"
"7972912","DCUN1D2"
"7972923","ATP4B"
"7972932","GAS6-AS1"
"7972936","TMEM255B"
"7972946","RASA3"
"7972981","OR11H12"
"7972983","POTEG"
"7973002","DUXAP9"
"7973004","OR4Q3"
"7973008","OR4M1"
"7973010","OR4N2"
"7973012","OR4K2"
"7973014","OR4K5"
"7973016","OR4K1"
"7973018","OR4K15"
"7973022","OR4L1"
"7973024","OR4K17"
"7973026","OR4N5"
"7973028","OR11G2"
"7973030","OR11H6"
"7973034","OR11H4"
"7973036","PARP2"
"7973056","APEX1"
"7973067","PNP"
"7973078","RNASE10"
"7973080","RNASE11-AS1"
"7973084","ANG"
"7973093","EDDM3A"
"7973098","EDDM3B"
"7973101","RNASE6"
"7973105","RNASE3"
"7973108","RNASE2CP"
"7973110","RNASE2"
"7973116","METTL17"
"7973135","SLC39A2"
"7973142","TPPP2"
"7973149","RNASE7"
"7973156","RNASE8"
"7973158","ARHGEF40"
"7973185","RPGRIP1"
"7973214","TOX4"
"7973221","TRAV12-2"
"7973296","OR4E2"
"7973303","TRAV20"
"7973306","ABHD4"
"7973314","OXA1L"
"7973327","MRPL52"
"7973336","MMP14"
"7973352","LRP10"
"7973363","REM2"
"7973369","PSMB11"
"7973371","C14orf119"
"7973377","BCL2L2"
"7973384","BCL2L2-PABPN1"
"7973393","IL25"
"7973403","CMTM5"
"7973414","NGDN"
"7973427","THTPA"
"7973433","DHRS2"
"7973448","DHRS4"
"7973458","DHRS4L2"
"7973468","CARMIL3"
"7973510","CPNE6"
"7973530","PCK2"
"7973545","DCAF11"
"7973564","PSME1"
"7973580","FITM1"
"7973584","RNF31"
"7973613","RNF31"
"7973618","IRF9"
"7973629","REC8"
"7973652","TSSK4"
"7973660","GMPR2"
"7973679","NOP9"
"7973694","LTB4R"
"7973702","LTB4R"
"7973709","NFATC4"
"7973724","NYNRIN"
"7973727","NYNRIN"
"7973732","KHNYN"
"7973745","FOXG1"
"7973748","LINC01551"
"7973756","G2E3"
"7973770","SCFD1"
"7973797","COCH"
"7973813","AP4S1"
"7973826","NUBPL"
"7973840","ARHGAP5"
"7973850","AKAP6"
"7973875","NPAS3"
"7973896","RNVU1-18"
"7973900","IGBP1P1"
"7973902","SRP54"
"7973918","FAM177A1"
"7973924","PRORP"
"7973936","PSMA6"
"7973943","INSM2"
"7973948","BRMS1L"
"7973962","DPPA3P2"
"7973966","NKX2-1-AS1"
"7973974","PAX9"
"7973985","MIPOL1"
"7974008","TTC6"
"7974029","TTC6"
"7974047","SSTR1"
"7974054","GEMIN2"
"7974066","PNN"
"7974080","MIA2"
"7974090","MIA2"
"7974109","LRFN5"
"7974117","DORIP1"
"7974125","TOGARAM1"
"7974146","PRPF39"
"7974166","FANCM"
"7974190","DNAJC19"
"7974198","LRR1"
"7974207","MGAT2"
"7974214","KLHDC1"
"7974229","KLHDC2"
"7974249","ARF6"
"7974257","DMAC2L"
"7974270","ATL1"
"7974288","ABHD12B"
"7974303","TMX1"
"7974316","FRMD6"
"7974341","GNG2"
"7974352","RTRAF"
"7974363","PTGDR"
"7974366","PTGER2"
"7974372","GPR137C"
"7974380","PSMC6"
"7974387","STYX"
"7974404","CDKN3"
"7974418","CGRRF1"
"7974425","SAMD4A"
"7974447","SOCS4"
"7974455","MAPK1IP1L"
"7974461","LGALS3"
"7974473","FBXO34"
"7974483","KTN1"
"7974531","RPL13AP3"
"7974533","PELI2"
"7974542","TMEM260"
"7974566","AP5M1"
"7974576","NAA30"
"7974587","ACTR10"
"7974603","PSMA3"
"7974621","ARID4A"
"7974647","TOMM20L"
"7974653","KIAA0586"
"7974689","DACT1"
"7974697","DAAM1"
"7974725","JKAMP"
"7974737","LRRC9"
"7974771","PCNX4"
"7974781","PPM1A"
"7974793","SIX6"
"7974799","MNAT1"
"7974816","SLC38A6"
"7974835","PRKCH"
"7974851","HIF1A"
"7974870","SNAPC1"
"7974882","SYT16"
"7974895","SERTAD4BP"
"7974900","SERTAD4BP"
"7974902","RHOJ"
"7974920","SYNE2"
"7975045","MTHFD1"
"7975066","AKAP5"
"7975068","ZBTB1"
"7975076","HSPA2"
"7975081","PPP1R36"
"7975095","PLEKHG3"
"7975113","CHURC1-FNTB"
"7975121","CHURC1-FNTB"
"7975136","FUT8"
"7975154","CCDC196"
"7975167","GPHN"
"7975191","GARIN2"
"7975203","PALS1"
"7975224","EIF2S1"
"7975238","PLEKHH1"
"7975268","ARG2"
"7975284","RDH12"
"7975292","RAD51B"
"7975311","EXD2"
"7975324","GALNT16"
"7975344","SLC39A9"
"7975354","PLEKHD1"
"7975361","SUSD6"
"7975368","SRSF5"
"7975386","ERVK3-2"
"7975390","SMOC1"
"7975406","ADAM21"
"7975412","TTC9"
"7975416","PCNX1"
"7975453","SNORD56B"
"7975459","SIPA1L1"
"7975482","RGS6"
"7975506","DCAF4"
"7975521","RBM25"
"7975545","PSEN1"
"7975562","PAPLN"
"7975595","RIOX1"
"7975598","ACOT1"
"7975602","ACOT2"
"7975607","ACOT4"
"7975613","ACOT6"
"7975616","DNAL1"
"7975632","PTGR2"
"7975645","ZNF410"
"7975661","COQ6"
"7975676","BBOF1"
"7975687","LIN52"
"7975696","VSX2"
"7975702","VRTN"
"7975705","ISCA2"
"7975713","FCF1"
"7975725","YLPM1"
"7975747","DLST"
"7975760","EIF2B2"
"7975772","ZC2HC1C"
"7975779","FOS"
"7975787","JDP2"
"7975793","BATF"
"7975799","FLVCR2"
"7975815","TTLL5"
"7975851","IFT43"
"7975863","GPATCH2L"
"7975876","ESRRB"
"7975889","VASH1"
"7975901","LRRC74A"
"7975926","CIPC"
"7975932","TMEM63C"
"7975956","GSTZ1"
"7975971","SAMD15"
"7975976","AHSA1"
"7975989","SLIRP"
"7975995","SLIRP-OT1"
"7976000","ADCK1"
"7976012","NRXN3"
"7976037","TSHR"
"7976073","FLRT2"
"7976080","GPR65"
"7976084","SPATA7"
"7976101","ZC3H14"
"7976128","TTC8"
"7976148","FOXN3-AS2"
"7976160","TDP1"
"7976182","KCNK13"
"7976189","PSMC1"
"7976200","CALM1"
"7976216","DGLUCY"
"7976243","CPSF2"
"7976263","SLC24A4"
"7976292","RIN3"
"7976307","GOLGA5"
"7976322","CHGA"
"7976333","LYSET"
"7976336","UBR7"
"7976350","UNC79"
"7976402","COX8C"
"7976407","FAM181A"
"7976412","CCDC197"
"7976425","OTUB2"
"7976436","IFI27L1"
"7976443","IFI27"
"7976451","PPP4R4"
"7976481","SERPINA4"
"7976488","SERPINA5"
"7976496","SERPINA3"
"7976506","SERPINA13P"
"7976512","DICER1-AS1"
"7976515","GLRX5"
"7976523","TCL6"
"7976544","TCL1B"
"7976556","C14orf132"
"7976560","BDKRB2"
"7976567","BDKRB1"
"7976571","GSKIP"
"7976578","AK7"
"7976598","PAPOLA"
"7976621","VRK1"
"7976635","LINC02914"
"7976642","ERVH-4"
"7976648","CCNK"
"7976669","HHIPL1"
"7976681","CYP46A1"
"7976698","EML1"
"7976726","EVL"
"7976744","YY1"
"7976755","SLC25A47"
"7976766","WDR25"
"7976778","LINC00523"
"7976783","DLK1"
"7976795","MEG3"
"7976804","MIR127"
"7976806","MIR136"
"7976810","SNORD113-3"
"7976812","SNORD113-4"
"7976814","SNORD114-2"
"7976816","SNORD114-3"
"7976818","SNORD114-6"
"7976826","SNORD114-26"
"7976830","MIR299"
"7976832","MIR323A"
"7976834","MIR494"
"7976836","MIR495"
"7976838","MIR376C"
"7976840","MIR487A"
"7976842","MIR382"
"7976844","MIR134"
"7976846","MIR485"
"7976848","MIR323B"
"7976850","MIR154"
"7976852","MIR377"
"7976854","MIR412"
"7976856","MIR410"
"7976858","DIO3"
"7976863","PPP2R5C"
"7976876","DYNC1H1"
"7976957","WDR20"
"7976967","ZNF839"
"7976976","TECPR2"
"7977003","RCOR1"
"7977018","TRAF3"
"7977033","AMN"
"7977046","TNFAIP2"
"7977058","EIF5"
"7977075","SNORA28"
"7977077","MARK3"
"7977105","TRMT61A"
"7977119","COA8"
"7977127","KLC1"
"7977149","ZFYVE21"
"7977161","TDRD9"
"7977203","ASPG"
"7977214","MIR203A"
"7977216","KIF26A"
"7977234","C14orf180"
"7977241","INF2"
"7977249","INF2"
"7977273","ADSS1"
"7977288","SIVA1"
"7977294","ZBTB42"
"7977296","VESTAR"
"7977299","CEP170B"
"7977319","PLD4"
"7977331","CLBA1"
"7977340","BTBD6"
"7977344","PACS2"
"7977371","PACS2"
"7977373","MTA1"
"7977397","CRIP2"
"7977409","CRIP1"
"7977418","TEDC1"
"7977432","TMEM121"
"7977440","FAM30A"
"7977445","FAM30A"
"7977447","LINC00221"
"7977450","OR11H12"
"7977452","DUXAP9"
"7977454","POTEM"
"7977456","POTEG"
"7977472","OR11H12"
"7977476","OR4K14"
"7977478","OR4K13"
"7977482","TTC5"
"7977497","CCNB1IP1"
"7977507","RPPH1"
"7977511","TEP1"
"7977567","KLHL33"
"7977571","OSGEP"
"7977584","PIP4P1"
"7977596","RNASE9"
"7977598","RNASE12"
"7977606","RNASE12"
"7977609","OR6S1"
"7977615","RNASE1"
"7977621","NDRG2"
"7977642","RNASE13"
"7977646","ZNF219"
"7977655","OR5AU1"
"7977657","HNRNPC"
"7977674","SUPT16H"
"7977693","CHD8"
"7977732","SNORD8"
"7977736","RAB2B"
"7977749","METTL3"
"7977761","SALL2"
"7977767","OR10G3"
"7977771","OR10G2"
"7977775","DAD1"
"7977786","SLC7A7"
"7977803","RBM23"
"7977820","PRMT5"
"7977841","HAUS4"
"7977854","AJUBA"
"7977868","C14orf93"
"7977879","PSMB5"
"7977888","CDH24"
"7977906","ACIN1"
"7977928","CEBPE"
"7977933","SLC7A8"
"7977955","PPP1R3E"
"7977965","SLC22A17"
"7977978","EFS"
"7977987","MYH6"
"7978019","MIR208A"
"7978021","MYH7"
"7978056","ZFHX2"
"7978059","ZFHX2"
"7978066","AP1G2"
"7978093","JPH4"
"7978103","LINC00596"
"7978107","NRL"
"7978114","EMC9"
"7978123","PSME2"
"7978132","IPO4"
"7978166","TM9SF1"
"7978174","CHMP4A"
"7978187","MDP1"
"7978192","MDP1"
"7978201","NEDD8-MDP1"
"7978208","TINF2"
"7978222","TGM1"
"7978239","RABGGTA"
"7978260","DHRS1"
"7978272","CIDEB"
"7978285","ADCY4"
"7978312","RIPK3"
"7978331","CBLN3"
"7978335","SDR39U1"
"7978343","CMA1"
"7978351","CTSG"
"7978360","GZMH"
"7978366","GZMB"
"7978376","STXBP6"
"7978391","NOVA1"
"7978407","PRKD1"
"7978428","STRN3"
"7978449","HECTD1"
"7978492","HEATR5A"
"7978527","DTD2"
"7978538","ARHGAP5-AS1"
"7978542","KIAA1143"
"7978544","EGLN3"
"7978553","SPTSSA"
"7978558","EAPP"
"7978568","RNVU1-18"
"7978570","SNX6"
"7978586","CFL2"
"7978595","BAZ1A"
"7978628","PPP2R3C"
"7978644","NFKBIA"
"7978653","RALGAPA1"
"7978666","MBIP"
"7978676","NKX2-1"
"7978686","NKX2-8"
"7978692","SLC25A21"
"7978706","FOXA1"
"7978712","CLEC14A"
"7978718","SEC23A"
"7978739","TRAPPC6B"
"7978748","FBXO33"
"7978754","C11orf58"
"7978756","FSCB"
"7978760","KLHL28"
"7978766","FKBP3"
"7978776","MIS18BP1"
"7978795","RPL10L"
"7978801","MDGA2"
"7978824","RPS29"
"7978833","RPL36AL"
"7978838","DNAAF2"
"7978846","POLE2"
"7978866","NEMF"
"7978911","LINC01588"
"7978917","LINC01599"
"7978923","VCPKMT"
"7978932","SOS2"
"7978956","L2HGDH"
"7978970","CDKL1"
"7978997","MAP4K5"
"7979033","SAV1"
"7979044","NIN"
"7979085","PYGL"
"7979108","TRIM9"
"7979133","NID2"
"7979158","TXNDC16"
"7979179","ERO1A"
"7979196","GNPNAT1"
"7979204","FERMT2"
"7979223","DDHD1"
"7979241","BMP4"
"7979250","CNIH1"
"7979260","GMFB"
"7979269","GCH1"
"7979281","WDHD1"
"7979307","DLGAP5"
"7979328","ATG14"
"7979341","TBPL2"
"7979351","KTN1-AS1"
"7979357","OTX2"
"7979367","EXOC5"
"7979378","CCDC198"
"7979387","SLC35F4"
"7979400","ARMH4"
"7979416","TIMM9"
"7979426","GPR135"
"7979437","L3HYPDH"
"7979444","CCDC175"
"7979455","RTN1"
"7979473","DHRS7"
"7979483","C14orf39"
"7979505","SIX1"
"7979510","SIX4"
"7979516","TRMT5"
"7979524","TMEM30B"
"7979529","KCNH5"
"7979548","GPHB5"
"7979551","PPP2R5E"
"7979565","WDR89"
"7979574","SGPP1"
"7979583","ESR2"
"7979611","ZBTB25"
"7979615","SPTB"
"7979658","GPX2"
"7979663","RAB15"
"7979671","MAX"
"7979691","LINC02324"
"7979698","ATP6V1D"
"7979710","PLEK2"
"7979721","TMEM229B"
"7979725","PIGH"
"7979732","VTI1B"
"7979743","RDH11"
"7979757","ZFYVE26"
"7979813","ZFP36L1"
"7979820","ZFP36L1"
"7979824","ACTN1"
"7979849","DCAF5"
"7979864","ERH"
"7979870","CCDC177"
"7979876","CCDC177"
"7979878","SLC10A1"
"7979888","SLC8A3"
"7979904","ADAM21P1"
"7979906","SYNJ2BP-COX16"
"7979916","SYNJ2BP-COX16"
"7979925","ADAM20P1"
"7979927","ADAM20"
"7979931","MED6"
"7979943","MAP3K9"
"7979957","LOC105370706"
"7979963","DPF3"
"7979984","ZFYVE1"
"7980005","NUMB"
"7980024","HEATR4"
"7980044","PNMA1"
"7980051","MIDEAS"
"7980069","FAM161B"
"7980080","ENTPD5"
"7980096","ALDH6A1"
"7980098","ALDH6A1"
"7980115","ABCD4"
"7980142","SYNDIG1L"
"7980146","NPC2"
"7980152","LTBP2"
"7980189","AREL1"
"7980213","PROX2"
"7980219","RPS6KL1"
"7980233","PGF"
"7980246","MLH3"
"7980265","ACYP1"
"7980271","NEK9"
"7980296","TMED10"
"7980309","ERG28"
"7980316","TGFB3"
"7980327","ANGEL1"
"7980338","IRF2BPL"
"7980344","ZDHHC22"
"7980352","NGB"
"7980358","POMT2"
"7980381","TMED8"
"7980390","NOXRED1"
"7980403","VIPAS39"
"7980425","ISM2"
"7980438","SPTLC2"
"7980454","ALKBH1"
"7980463","SNW1"
"7980485","DIO2"
"7980496","CEP128"
"7980523","GTF2A1"
"7980537","STON2"
"7980547","SEL1L"
"7980580","GALC"
"7980605","KCNK10"
"7980616","PTPN21"
"7980636","EML5"
"7980680","FOXN3"
"7980690","EFCAB11"
"7980702","NRDE2"
"7980720","TTC7B"
"7980744","RPS6KA5"
"7980765","GPR68"
"7980773","CCDC88C"
"7980828","CCDC88C"
"7980833","PPP4R3A"
"7980859","LOC101928957"
"7980861","CATSPERB"
"7980891","TC2N"
"7980908","FBLN5"
"7980923","TRIP11"
"7980940","ATXN3"
"7980955","NDUFB1"
"7980958","LGMN"
"7980970","ITPK1"
"7980983","MOAP1"
"7980990","GON7"
"7980998","BTBD7"
"7981013","PRIMA1"
"7981020","ASB2"
"7981032","DDX24"
"7981046","IFI27L2"
"7981051","SERPINA10"
"7981059","SERPINA6"
"7981065","SERPINA2"
"7981068","SERPINA1"
"7981078","SERPINA11"
"7981084","SERPINA9"
"7981098","SERPINA12"
"7981106","GSC"
"7981111","DICER1"
"7981142","CLMN"
"7981157","SYNE3"
"7981161","SYNE3"
"7981181","SCARNA13"
"7981183","TCL1A"
"7981192","ATG2B"
"7981217","ATG2B"
"7981237","LINC02291"
"7981242","BCL11B"
"7981249","SETD3"
"7981266","CCDC85C"
"7981273","CCDC85C"
"7981278","DEGS2"
"7981283","SLC25A29"
"7981290","WARS1"
"7981309","BEGAIN"
"7981322","RTL1"
"7981326","MIR1247"
"7981335","HSP90AA1"
"7981346","MOK"
"7981364","CINP"
"7981377","ANKRD9"
"7981387","CDC42BPB"
"7981425","LOC105370686"
"7981427","CKB"
"7981439","BAG5"
"7981447","XRCC3"
"7981460","PPP1R13B"
"7981481","ATP5MJ"
"7981488","TMEM179"
"7981490","TMEM179"
"7981494","AKT1"
"7981514","AHNAK2"
"7981525","CDCA4"
"7981530","GPR132"
"7981538","JAG2"
"7981566","NUDT14"
"7981573","BRF1"
"7981601","ELK2AP"
"7981718","IGHG1"
"7981720","IGHA1"
"7981722","IGHA1"
"7981730","IGHA1"
"7981732","IGHG4"
"7981742","MIR5195"
"7981745","IGHV7-81"
"7981752","GOLGA8CP"
"7981779","LINC02203"
"7981781","OR4M2"
